Brand Name,Year,Car_variant,Selling Price,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Location
Hyundai Elite i20,2020,ASTA 1.2 AT ,774199,16952,Petrol,Automatic,2nd Owner,Hyderabad
Maruti S Cross,2017,ZETA 1.3 ,788999,69783,Diesel,Manual,1st Owner,Hyderabad
Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS ,943399,74640,Diesel,Manual,1st Owner,Hyderabad
Toyota YARIS,2019,G CVT ,1018499,12115,Petrol,Automatic,1st Owner,Hyderabad
Toyota YARIS,2019,J MT ,829199,61387,Petrol,Manual,1st Owner,Hyderabad
Jeep Compass,2019,LIMITED (O) 2.0 ,1618399,49900,Diesel,Manual,1st Owner,Hyderabad
Maruti Alto,2020,LXI ,344999,49041,Petrol,Manual,1st Owner,Hyderabad
Maruti S Cross,2019,DELTA SHVS ,880099,97706,Diesel,Manual,1st Owner,Hyderabad
Honda WR-V,2018,1.5 i-DTEC VX MT ,837099,56124,Diesel,Manual,2nd Owner,Hyderabad
Maruti Baleno,2018,DELTA 1.2 K12 AT ,729299,54764,Petrol,Automatic,1st Owner,Hyderabad
Renault Kwid,2017,RXL ,323199,24727,Petrol,Manual,2nd Owner,Hyderabad
Maruti Ertiga,2018,ZDI PLUS SHVS ,1122099,43460,Diesel,Manual,1st Owner,Hyderabad
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,486599,5855,Petrol,Manual,1st Owner,Hyderabad
Maruti Swift,2018,ZDI + ,743599,55802,Diesel,Manual,1st Owner,Hyderabad
Tata NEXON,2019,XZ+ 1.5 ,864399,83901,Diesel,Manual,1st Owner,Hyderabad
Toyota Fortuner,2009,3.0 MT 4X4 ,849799,216811,Diesel,Manual,2nd Owner,Hyderabad
Maruti Dzire,2018,VXI ,675999,46682,Petrol,Manual,2nd Owner,Hyderabad
Hyundai Eon,2015,MAGNA PLUS ,316699,39091,Petrol,Manual,1st Owner,Hyderabad
Maruti Celerio,2020,VXI ,521499,23887,Petrol,Manual,1st Owner,Hyderabad
Honda Amaze,2013,1.5 EXMT I DTEC ,409999,93791,Diesel,Manual,1st Owner,Hyderabad
Mahindra XUV 3OO,2019,W8(O) ,1061899,96605,Diesel,Manual,1st Owner,Hyderabad
Maruti Dzire,2020,VXI ,711499,32397,Petrol,Manual,1st Owner,Hyderabad
Maruti Baleno,2021,ZETA 1.2 K12 ,773899,18010,Petrol,Manual,1st Owner,Hyderabad
Tata NEXON,2022,XZ 1.2 ,1068599,4364,Petrol,Manual,1st Owner,Hyderabad
Hyundai i20,2012,SPORTZ 1.2 VTVT ,438599,42794,Petrol,Manual,2nd Owner,Hyderabad
Renault Kwid,2016,RXL ,328399,53358,Petrol,Manual,2nd Owner,Hyderabad
Mahindra XUV500,2021,W9 ,1809999,7672,Diesel,Manual,1st Owner,Hyderabad
Maruti Swift,2017,VXI OPT ,596099,63107,Petrol,Manual,1st Owner,Hyderabad
Maruti IGNIS,2019,DELTA 1.2 K12 AMT ,560399,18882,Petrol,Automatic,1st Owner,Hyderabad
Maruti Baleno,2017,ALPHA 1.2 K12 ,712199,34171,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto 800,2015,LXI ,285499,70844,Petrol,Manual,2nd Owner,Hyderabad
Honda Amaze,2014,1.2 VXMT I VTEC ,504999,36441,Petrol,Manual,2nd Owner,Hyderabad
Maruti Ciaz,2018,ZETA 1.4 VVT AMT ,804999,39020,Petrol,Automatic,1st Owner,Hyderabad
Renault Kwid,2018,CLIMBER 1.0 AT ,404999,38032,Petrol,Automatic,2nd Owner,Hyderabad
Maruti Vitara Brezza,2021,VXI AMT SHVS ,1093999,16870,Petrol,Automatic,1st Owner,Hyderabad
Hyundai Creta,2016,1.6 SX PLUS PETROL ,823399,83849,Petrol,Manual,2nd Owner,Hyderabad
Volkswagen Ameo,2019,Trendline 1.0 ,539899,77319,Petrol,Manual,1st Owner,Hyderabad
Hyundai Eon,2019,MAGNA PLUS ,384599,8988,Petrol,Manual,1st Owner,Hyderabad
Hyundai Grand i10,2018,SPORTZ (O) 1.2 AT VTVT ,671699,6683,Petrol,Automatic,1st Owner,Hyderabad
Honda Brio,2015,1.2 S MT I VTEC ,404099,43136,Petrol,Manual,2nd Owner,Hyderabad
Honda Brio,2016,1.2 S MT I VTEC ,404899,32648,Petrol,Manual,2nd Owner,Hyderabad
Hyundai Eon,2016,ERA PLUS ,327199,25026,Petrol,Manual,1st Owner,Hyderabad
Hyundai Eon,2016,ERA PLUS ,309699,60585,Petrol,Manual,1st Owner,Hyderabad
Volkswagen Polo,2021,GT TSI AT 1.0 ,1107599,16714,Petrol,Automatic,1st Owner,Hyderabad
Honda Jazz,2015,1.2 VX I-VTECH ,572799,82089,Petrol,Manual,3rd Owner,Hyderabad
Honda Jazz,2015,1.2 VX I-VTECH ,566599,77836,Petrol,Manual,1st Owner,Hyderabad
Maruti Wagon R 1.0,2014,VXI ,366299,41712,Petrol,Manual,1st Owner,Hyderabad
Honda Jazz,2017,1.2 V AT ,729599,28578,Petrol,Automatic,1st Owner,Hyderabad
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,486599,43072,Petrol,Manual,2nd Owner,Hyderabad
Maruti Dzire,2017,ZXI Plus AMT ,755999,24900,Petrol,Automatic,1st Owner,Hyderabad
Maruti Alto 800,2017,LXI ,314299,67363,Petrol,Manual,1st Owner,Hyderabad
Honda Jazz,2017,1.2 V MT ,575599,83112,Petrol,Manual,1st Owner,Hyderabad
Maruti Wagon R 1.0,2017,VXI ,413399,52167,Petrol,Manual,1st Owner,Hyderabad
Maruti S PRESSO,2019,VXI PLUS ,464299,35091,Petrol,Manual,1st Owner,Hyderabad
Maruti IGNIS,2017,DELTA 1.2 K12 ,496799,86841,Petrol,Manual,2nd Owner,Hyderabad
Hyundai Verna,2018,1.6 CRDI SX + AT ,1011899,90165,Diesel,Automatic,1st Owner,Hyderabad
Maruti Ciaz,2018,DELTA 1.4 VVT ,685499,69599,Petrol,Manual,1st Owner,Hyderabad
Maruti IGNIS,2017,DELTA 1.2 K12 ,516299,86334,Petrol,Manual,1st Owner,Hyderabad
Toyota YARIS,2020,J MT ,846099,19656,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto K10,2017,VXI ,359199,65590,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto 800,2018,LXI OPT ,366799,39492,Petrol,Manual,1st Owner,Hyderabad
Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT ,612199,38443,Petrol,Manual,1st Owner,Hyderabad
Honda City,2018,VX MT PETROL ,951199,49654,Petrol,Manual,1st Owner,Hyderabad
Hyundai Elite i20,2019,ASTA 1.2 ,701999,68900,Petrol,Manual,1st Owner,Hyderabad
Maruti Wagon R 1.0,2018,VXI ,469299,43572,Petrol,Manual,2nd Owner,Hyderabad
Maruti Alto 800,2018,LXI OPT ,376199,22855,Petrol,Manual,1st Owner,Hyderabad
Datsun Redi Go,2017,S ,312399,34368,Petrol,Manual,1st Owner,Hyderabad
Maruti S PRESSO,2020,VXI PLUS ,484049,39155,Petrol,Manual,1st Owner,Hyderabad
Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT ,604899,44598,Petrol,Manual,2nd Owner,Hyderabad
Hyundai NEW SANTRO,2019,SPORTZ 1.1 ,531099,72742,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto K10,2017,VXI ,388999,32951,Petrol,Manual,1st Owner,Hyderabad
Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL ,680799,39813,Petrol,Manual,1st Owner,Hyderabad
Hyundai NEW SANTRO,2020,1.1 SPORTS AMT ,618699,39703,Petrol,Automatic,1st Owner,Hyderabad
Maruti Alto,2021,VXI ,425799,13496,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto K10,2017,VXI ,381599,30771,Petrol,Manual,2nd Owner,Hyderabad
Jeep Compass,2018,2.0 LIMITED ,1523299,58328,Diesel,Manual,1st Owner,Hyderabad
Maruti Wagon R 1.0,2018,VXI ,491999,25718,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto,2021,VXI ,437499,8155,Petrol,Manual,1st Owner,Hyderabad
Hyundai VENUE,2021,1.0 TURBO GDI SX+ AT ,1201799,16964,Petrol,Automatic,1st Owner,Hyderabad
Maruti Baleno,2018,ALPHA 1.2K12 AT ,790799,45866,Petrol,Automatic,1st Owner,Hyderabad
Volkswagen Polo,2021,Trendline 1.0 L Petrol ,661299,9891,Petrol,Manual,1st Owner,Hyderabad
Maruti Swift,2011,ZXI ,450999,49294,Petrol,Manual,2nd Owner,Hyderabad
Maruti Swift Dzire,2012,VDI BS IV ,449099,130229,Diesel,Manual,2nd Owner,Hyderabad
Hyundai i10,2010,SPORTZ 1.2 ,309199,50521,Petrol,Manual,1st Owner,Hyderabad
Hyundai Elite i20,2019,Magna + CRDI ,711399,61752,Diesel,Manual,1st Owner,Hyderabad
Volkswagen Polo,2019,Trendline 1.0 L Petrol ,558599,32255,Petrol,Manual,2nd Owner,Hyderabad
Volkswagen Polo,2019,Trendline 1.0 L Petrol ,558599,94166,Petrol,Manual,2nd Owner,Hyderabad
Maruti Alto 800,2013,LXI ,263899,68962,Petrol,Manual,1st Owner,Hyderabad
Renault Kwid,2018,1.0 RXT 02 Anniversary Edition ,340199,65298,Petrol,Manual,1st Owner,Hyderabad
Maruti Ertiga,2018,VDI SHVS ,907699,80531,Diesel,Manual,1st Owner,Hyderabad
Maruti Swift,2020,VXI ,702299,9710,Petrol,Manual,2nd Owner,Hyderabad
Mahindra Thar,2017,CRDE 4X4 BS IV ,803599,45562,Diesel,Manual,2nd Owner,Hyderabad
Renault Kwid,2017,RXL ,373199,82985,Petrol,Manual,1st Owner,Hyderabad
Hyundai Xcent,2014,SX 1.2 OPT ,501399,35568,Petrol,Manual,1st Owner,Hyderabad
Volkswagen Polo,2016,GT TSI 1.2 PETROL AT ,675199,65031,Petrol,Automatic,1st Owner,Hyderabad
Renault Duster,2018,RXL PETROL 104 ,747799,40885,Petrol,Manual,1st Owner,Hyderabad
Datsun Go,2017,T ,328799,30621,Petrol,Manual,1st Owner,Hyderabad
Maruti Baleno,2017,DELTA 1.2 K12 ,627299,23378,Petrol,Manual,2nd Owner,Hyderabad
Maruti Vitara Brezza,2019,ZDI PLUS DUAL TONE ,1014999,40594,Diesel,Manual,1st Owner,Hyderabad
Hyundai Creta,2017,1.6 SX PLUS PETROL ,1055199,74938,Petrol,Manual,1st Owner,Hyderabad
Hyundai GRAND I10 NIOS,2020,1.2 Kappa Sports MT ,662099,19963,Petrol,Manual,1st Owner,Hyderabad
Hyundai Elite i20,2018,ASTA 1.2 (O) ,712199,51351,Petrol,Manual,2nd Owner,Hyderabad
Maruti Wagon R 1.0,2015,VXI ,388899,42218,Petrol,Manual,1st Owner,Hyderabad
Maruti Wagon R 1.0,2014,VXI ,349799,77641,Petrol,Manual,1st Owner,Hyderabad
Datsun Redi Go,2018,1.0 S AT ,379699,25002,Petrol,Automatic,1st Owner,Hyderabad
Hyundai Grand i10,2017,ASTA 1.2 VTVT ,570599,35513,Petrol,Manual,1st Owner,Hyderabad
Maruti Alto K10,2016,VXI AMT ,365799,68569,Petrol,Automatic,2nd Owner,Hyderabad
Maruti S Cross,2017,DELTA 1.3 ,734599,99312,Diesel,Manual,2nd Owner,Hyderabad
Maruti Vitara Brezza,2021,VXI ,897799,7573,Petrol,Manual,1st Owner,Chennai
Ford FREESTYLE,2020,TITANIUM + 1.2 TI-VCT ,682799,10884,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2019,LXI ,589299,54157,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2020,Tour H2 ,463899,7652,Petrol,Manual,1st Owner,Chennai
Honda Brio,2012,1.2 V MT I VTEC ,368299,78914,Petrol,Manual,1st Owner,Chennai
Tata Harrier,2021,XT 2.0L Kryotec ,1985149,3422,Diesel,Manual,1st Owner,Chennai
Maruti Dzire,2020,ZXI AMT ,814699,4673,Petrol,Automatic,1st Owner,Chennai
Maruti Alto 800,2013,LXI ,262199,36805,Petrol,Manual,1st Owner,Chennai
Tata ALTROZ,2021,XM+ 1.2 RTN,710099,9555,Petrol,,2nd Owner,Chennai
Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT ,710199,31242,Petrol,Manual,1st Owner,Chennai
Mahindra MARAZZO,2018,M8 7 STR ,1060899,32683,Diesel,Manual,2nd Owner,Chennai
Maruti Eeco,2021,5 STR WITH AC PLUSHTR ,487899,7617,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2017,VXI OPT AMT ,494199,28852,Petrol,Automatic,2nd Owner,Chennai
Volkswagen Polo,2018,COMFORTLINE 1.0 PETROL ,629699,26756,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2019,1.0 CLIMBER OPT ,472699,24300,Petrol,Manual,1st Owner,Chennai
Hyundai VENUE,2020,S MT 1.2 KAPPA ,843299,24112,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2019,VXI ,542799,3105,Petrol,Manual,1st Owner,Chennai
Renault Kwid,2021,1.0 RXT Opt ,479299,4352,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2015,LXI ,253099,47438,Petrol,Manual,2nd Owner,Chennai
Maruti Alto 800,2018,LXI ,341699,7657,Petrol,Manual,2nd Owner,Chennai
Maruti Swift,2016,VXI OPT ,555171,32620,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,452199,5310,Petrol,Manual,2nd Owner,Chennai
Honda Amaze,2019,1.5 VXMT I DTEC ,709799,47456,Diesel,Manual,1st Owner,Chennai
Tata Tiago,2016,XZ 1.2 REVOTRON ,445199,32730,Petrol,Manual,2nd Owner,Chennai
Maruti Swift,2017,VXI OPT ,562099,19953,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2016,ZETA 1.2 K12 ,580699,41068,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2016,LXI ,286999,23666,Petrol,Manual,2nd Owner,Chennai
Maruti Vitara Brezza,2016,VDI ,704699,85486,Diesel,Manual,1st Owner,Chennai
Jeep Compass,2019,LIMITED PLUS 2.0 4*4 ,2148299,34502,Diesel,Manual,1st Owner,Chennai
Maruti Dzire,2017,VDI ,665199,88371,Diesel,Manual,1st Owner,Chennai
Volkswagen Ameo,2017,COMFORTLINE PLUS PETROL ,460299,50355,Petrol,Manual,2nd Owner,Chennai
Ford Ecosport,2016,1.5 TITANIUM TI VCT ,666099,25112,Petrol,Manual,1st Owner,Chennai
Maruti Swift,2016,VXI OPT ,542899,30007,Petrol,Manual,2nd Owner,Chennai
Hyundai VENUE,2019,1.0L Turbo GDI SX(O) MT ,1009599,24834,Petrol,Manual,1st Owner,Chennai
Mahindra Kuv100,2016,K2 6 STR ,400399,31871,Petrol,Manual,1st Owner,Chennai
Jeep Compass,2018,2.0 LIMITED ,1352099,52121,Diesel,Manual,1st Owner,Chennai
Maruti Swift,2015,VXI ,486099,58054,Petrol,Manual,3rd Owner,Chennai
Honda Amaze,2015,1.5 EXMT I DTEC ,435999,68583,Diesel,Manual,2nd Owner,Chennai
Renault Kwid,2021,1.0 RXT Opt AT ,544320,14017,Petrol,Automatic,1st Owner,Chennai
Renault TRIBER,2019,1.0 RXZ,665599,24273,Petrol,,2nd Owner,Chennai
Maruti Swift,2017,VXI ,562399,38695,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2018,VXI ,653499,15476,Petrol,Manual,2nd Owner,Chennai
Hyundai Xcent,2014,S 1.2 ,421299,68256,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2014,VXI ,377999,31348,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2014,VXI ,296949,35038,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2017,VXI ,645099,41445,Petrol,Manual,1st Owner,Chennai
Maruti Dzire,2017,VXI ,640399,41221,Petrol,Manual,2nd Owner,Chennai
Honda City,2019,V CVT ,994399,32644,Petrol,Automatic,1st Owner,Chennai
Maruti Swift,2016,VXI ,491599,62059,Petrol,Manual,3rd Owner,Chennai
Maruti IGNIS,2018,SIGMA 1.2 K12 ,456499,20474,Petrol,Manual,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL ,688299,10732,Petrol,Manual,1st Owner,Chennai
Maruti Alto,2021,VXI ,414099,729,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2017,DELTA 1.2 K12 ,629299,17375,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2014,SPORTZ (O) 1.2 ,521599,80666,Petrol,Manual,1st Owner,Chennai
Skoda Rapid,2017,Style 1.5 TDI AT ,889099,90269,Diesel,Automatic,1st Owner,Chennai
Hyundai Grand i10,2015,MAGNA 1.2 VTVT ,424599,39265,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2016,1.4 CRDI ASTA (O) ,631799,85464,Diesel,Manual,2nd Owner,Chennai
Hyundai Grand i10,2015,MAGNA 1.2 VTVT ,424599,41835,Petrol,Manual,1st Owner,Chennai
Tata ALTROZ,2022,XZ 1.2 ,763399,22688,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2017,1.2 S MT ,577299,25303,Petrol,Manual,1st Owner,Chennai
Maruti Vitara Brezza,2018,ZDI + AMT ,899099,58464,Diesel,Automatic,1st Owner,Chennai
Maruti IGNIS,2019,ALPHA 1.2 K12 AMT ,696899,8044,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,456699,12367,Petrol,Manual,1st Owner,Chennai
Datsun Redi Go,2016,T (O) ,273349,24291,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2018,ASTA 1.1 MT ,537199,17625,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2016,ZXI OPT AMT ,455399,73966,Petrol,Automatic,1st Owner,Chennai
Hyundai Elite i20,2017,SPORTZ 1.2 ,610499,37837,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,494399,10757,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2019,SPORTZ 1.1 ,508399,35336,Petrol,Manual,1st Owner,Chennai
Hyundai Creta,2018,1.6 SX (O) CRDI ,1251399,41026,Diesel,Manual,2nd Owner,Chennai
Honda Jazz,2019,1.2 V MT ,752499,22713,Petrol,Manual,1st Owner,Chennai
Maruti Celerio,2017,ZXI ,440599,76710,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,493899,28444,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,471199,11586,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2016,1.4 CRDI ASTA (O) ,621099,87249,Diesel,Manual,1st Owner,Chennai
Hyundai Verna,2018,1.6 SX VTVT ,931222,52396,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2013,VXI ,332899,69280,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2019,1.2 V MT ,678299,40578,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2018,MAGNA 1.2 VTVT ,496299,41453,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2016,ASTA 1.2 ,627299,77472,Petrol,Manual,1st Owner,Chennai
Maruti S Cross,2017,ZETA 1.3 ,731599,43715,Diesel,Manual,2nd Owner,Chennai
Maruti Baleno,2018,DELTA 1.2 K12 ,611399,58657,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2020,SPORTZ 1.1 ,560419,8486,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,493899,38404,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT ,590799,37774,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,453999,40646,Petrol,Manual,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,450899,43516,Petrol,Manual,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2020,1.0 TURBO SPORTZ ,824299,11907,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2020,SPORTZ 1.1 ,565099,8243,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2016,ASTA 1.2 AT VTVT ,507299,57825,Petrol,Automatic,1st Owner,Chennai
Hyundai Eon,2018,ERA PLUS ,367499,14431,Petrol,Manual,2nd Owner,Chennai
Nissan Micra,2017,XL CVT (PETROL) ,506099,30817,Petrol,Automatic,1st Owner,Chennai
Maruti S PRESSO,2021,VXI AGS ,557199,6151,Petrol,Automatic,1st Owner,Chennai
Hyundai Elite i20,2015,MAGNA 1.2 ,499999,78226,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2015,VXI ,406099,29664,Petrol,Manual,1st Owner,Chennai
Maruti Ciaz,2017,ALPHA 1.3 DDIS SHVS ,756899,74500,Diesel,Manual,2nd Owner,Chennai
Hyundai GRAND I10 NIOS,2020,1.2 Kappa Sports MT ,585199,38084,Petrol,Manual,1st Owner,Chennai
Tata Tiago,2019,XZ+ 1.2 Revotron ,506599,68194,Petrol,Manual,2nd Owner,Chennai
Hyundai Grand i10,2015,SPORTS 1.2 VTVT ,431299,49758,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2019,SPORTZ 1.2 KAPPA VTVT ,593199,20302,Petrol,Manual,1st Owner,Chennai
Hyundai i20 Active,2015,1.2 S ,502799,60285,Petrol,Manual,3rd Owner,Chennai
Maruti Baleno,2016,ALPHA 1.2 K12 ,638999,53338,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2017,ERA PLUS ,326699,37289,Petrol,Manual,1st Owner,Chennai
MG HECTOR,2021,SHARP DCT PETROL ,1770299,24939,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2019,5 STR WITH AC PLUSHTR ,493899,46758,Petrol,Manual,1st Owner,Chennai
Ford Figo Aspire,2019,1.2 TITANIUM PETROL ,719399,23290,Petrol,Manual,1st Owner,Chennai
Hyundai Verna,2018,1.6 SX VTVT AT (O) ,1079199,25034,Petrol,Automatic,1st Owner,Chennai
Ford Ecosport,2019,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) ,1007499,12926,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2017,1.2 CRDI Sportz O ,514699,55142,Diesel,Manual,1st Owner,Chennai
Maruti Alto K10,2016,VXI ,345799,20718,Petrol,Manual,2nd Owner,Chennai
Maruti Wagon R 1.0,2016,VXI ,446199,31841,Petrol,Manual,1st Owner,Chennai
Hyundai NEW SANTRO,2020,SPORTZ 1.1 ,562599,20050,Petrol,Manual,1st Owner,Chennai
Jeep Compass,2018,LIMITED O 1.4 AT ,1502199,47742,Petrol,Automatic,1st Owner,Chennai
Maruti Eeco,2018,5 STR WITH AC PLUSHTR ,470391,49612,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2017,ERA PLUS ,349799,33897,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2015,VXI ,383499,43585,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2016,DELTA 1.2 K12 ,589299,50588,Petrol,Manual,1st Owner,Chennai
Maruti IGNIS,2017,SIGMA 1.2 K12 ,454299,40677,Petrol,Manual,1st Owner,Chennai
Hyundai GRAND I10 NIOS,2020,MAGNA 1.2 AT ,679499,60475,Petrol,Automatic,1st Owner,Chennai
Honda City,2017,V MT PETROL ,841499,51034,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2015,VXI ,377399,53250,Petrol,Manual,2nd Owner,Chennai
Hyundai Elite i20,2015,ASTA 1.2 ,560899,56462,Petrol,Manual,2nd Owner,Chennai
Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT ,507799,31948,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2020,SPORTZ 1.2 KAPPA VTVT ,610899,17294,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2015,ASTA 1.2 KAPPA VTVT ,422199,88557,Petrol,Manual,2nd Owner,Chennai
Hyundai Elite i20,2017,SPORTZ 1.2 ,602599,56043,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2014,VXI ,335699,114386,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI ,436799,40902,Petrol,Manual,1st Owner,Chennai
Maruti S PRESSO,2019,VXI PLUS ,469499,28648,Petrol,Manual,1st Owner,Chennai
Maruti S PRESSO,2020,VXI PLUS ,443599,36129,Petrol,Manual,1st Owner,Chennai
Hyundai Eon,2017,ERA PLUS ,349799,31355,Petrol,Manual,1st Owner,Chennai
Hyundai Elite i20,2018,ASTA 1.2 ,683799,42035,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,830399,20453,Petrol,Manual,1st Owner,Chennai
Hyundai i20 Active,2016,1.2 SX ,632799,64481,Petrol,Manual,3rd Owner,Chennai
Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT ,519282,40950,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2018,DELTA 1.2 K12 ,669099,29098,Petrol,Manual,1st Owner,Chennai
Maruti Alto 800,2017,VXI ,307999,41940,Petrol,Manual,1st Owner,Chennai
Ford Figo Aspire,2019,1.2 TITANIUM PETROL ,643799,43743,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2016,DELTA 1.2 K12 ,558599,78170,Petrol,Manual,1st Owner,Chennai
Ford Ecosport,2018,1.5 TITANIUM TI VCT ,794299,67891,Petrol,Manual,1st Owner,Chennai
Maruti Vitara Brezza,2017,ZDI PLUS DUAL TONE ,790299,84200,Diesel,Manual,1st Owner,Chennai
Maruti S PRESSO,2020,VXI ,472244,21397,Petrol,Manual,1st Owner,Chennai
Honda Jazz,2018,1.2 V AT ,706299,65905,Petrol,Automatic,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,513799,14044,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2017,SPORTZ (O) 1.2 AT VTVT ,631499,18906,Petrol,Automatic,1st Owner,Chennai
Maruti S PRESSO,2020,VXI ,476199,34694,Petrol,Manual,1st Owner,Chennai
Maruti Alto K10,2016,VXI OPT ,346699,45426,Petrol,Manual,1st Owner,Chennai
Honda WR-V,2018,1.2 i-VTEC VX MT ,722099,72429,Petrol,Manual,1st Owner,Chennai
Hyundai Tucson New,2019,2WD AT GL DIESEL ,2162719,18527,Diesel,Automatic,1st Owner,Chennai
Maruti Baleno,2016,ALPHA 1.2 K12 ,670199,93189,Petrol,Manual,1st Owner,Chennai
Ford FREESTYLE,2019,TITANIUM 1.2 TI-VCT MT ,656399,28398,Petrol,Manual,1st Owner,Chennai
Toyota YARIS,2020,V MT ,1105999,23281,Petrol,Manual,1st Owner,Chennai
Hyundai Grand i10,2017,SPORTZ (O) 1.2 AT VTVT ,542999,78053,Petrol,Automatic,2nd Owner,Chennai
Maruti Alto,2019,VXI ,351999,13835,Petrol,Manual,2nd Owner,Chennai
Maruti IGNIS,2018,DELTA 1.2 K12 ,548699,19359,Petrol,Manual,1st Owner,Chennai
Maruti Baleno,2017,ZETA 1.2 K12 ,633599,75909,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2017,VXI AMT ,435099,45322,Petrol,Automatic,1st Owner,Chennai
Hyundai Grand i10,2017,ASTA 1.2 VTVT ,506099,75992,Petrol,Manual,1st Owner,Chennai
Maruti Wagon R 1.0,2018,VXI ,492899,22046,Petrol,Manual,1st Owner,Chennai
